acceptance_rate,adaptive_policy,average_selected_k,device_type,draft_forward_calls,draft_k,draft_model,draft_overhead_ms,draft_tokens_accepted,draft_tokens_proposed,draft_tokens_rejected,dtype,error,exact_output_match_with_baseline,expected_entropy_level,generated_tokens,gpu_max_memory_allocated_bytes,gpu_memory_allocated_bytes,gpu_memory_allocated_mb,gpu_memory_reserved_bytes,gpu_memory_reserved_mb,gpu_name,latency_ms,max_selected_k,min_selected_k,mode,model_pair,output_length,prompt_id,prompt_type,repetition,schedule_type,slowdown_flag,speedup_vs_baseline,static_draft_k,temperature,time_to_first_token_ms,tokens_per_second,total_latency_ms,validation_level,verifier_calls_per_output_token,verifier_forward_calls,verifier_model,wasted_draft_tokens
0.0,,,cuda,0,,meta-llama/Llama-3.2-1B,,0,0,0,torch.bfloat16,,,medium,60,18602008064,18566756352,18566.756352,18763218944,18763.218944,NVIDIA GH200 480GB,1781.585619999987,,,baseline,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,60,code_001,code_completion,0,static,False,,,0.3,65.8537490000981,33.67786500207632,1781.585619999987,gpu_llama_full_static,1.0,60,meta-llama/Llama-3.1-8B,
0.8714285714285714,,,cuda,70,1,meta-llama/Llama-3.2-1B,1028.8253159994838,61,70,9,torch.bfloat16,,,medium,70,18602008064,18566756352,18566.756352,18763218944,18763.218944,NVIDIA GH200 480GB,3069.9892780000937,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,0,static,True,0.5803230756429804,1,0.3,,22.801382565609686,3069.9892780000937,gpu_llama_full_static,1.0,70,meta-llama/Llama-3.1-8B,
0.8026315789473685,,,cuda,76,2,meta-llama/Llama-3.2-1B,1120.0892419994943,61,76,9,torch.bfloat16,,,medium,70,18602008064,18566756352,18566.756352,18763218944,18763.218944,NVIDIA GH200 480GB,2238.2021979999536,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,0,static,True,0.7959895766307455,2,0.3,,31.275101088968484,2238.2021979999536,gpu_llama_full_static,0.5428571428571428,38,meta-llama/Llama-3.1-8B,
0.7093023255813954,,,cuda,86,4,meta-llama/Llama-3.2-1B,1258.904437999945,61,86,9,torch.bfloat16,,,medium,70,18602008064,18566756352,18566.756352,18763218944,18763.218944,NVIDIA GH200 480GB,1907.9221720000987,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,0,static,True,0.9337831732058172,4,0.3,,36.68912758984195,1907.9221720000987,gpu_llama_full_static,0.3142857142857143,22,meta-llama/Llama-3.1-8B,
0.648936170212766,,,cuda,94,8,meta-llama/Llama-3.2-1B,1379.1791899996042,61,94,9,torch.bfloat16,,,medium,70,18602008064,18566756352,18566.756352,18763218944,18763.218944,NVIDIA GH200 480GB,1739.9157239999568,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,0,static,False,1.0239493760676144,8,0.3,,40.23183366552629,1739.9157239999568,gpu_llama_full_static,0.17142857142857143,12,meta-llama/Llama-3.1-8B,
0.0,,,cuda,0,,meta-llama/Llama-3.2-1B,,0,0,0,torch.bfloat16,,,medium,128,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,5907.137222000074,,,baseline,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_001,code_completion,1,static,False,,,0.3,30.548286000112057,21.668702654017743,5907.137222000074,gpu_llama_full_static,1.0,128,meta-llama/Llama-3.1-8B,
0.8714285714285714,,,cuda,70,1,meta-llama/Llama-3.2-1B,1036.910761000854,61,70,9,torch.bfloat16,,,medium,70,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3090.1447310000094,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,1,static,False,1.9116053571019798,1,0.3,,22.65266066594464,3090.1447310000094,gpu_llama_full_static,1.0,70,meta-llama/Llama-3.1-8B,
0.8026315789473685,,,cuda,76,2,meta-llama/Llama-3.2-1B,1117.5147759995525,61,76,9,torch.bfloat16,,,medium,70,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,2234.6164570001292,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,1,static,False,2.6434680562274817,2,0.3,,31.32528617191507,2234.6164570001292,gpu_llama_full_static,0.5428571428571428,38,meta-llama/Llama-3.1-8B,
0.7093023255813954,,,cuda,86,4,meta-llama/Llama-3.2-1B,1265.1540879980985,61,86,9,torch.bfloat16,,,medium,70,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,1916.3730299999315,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,1,static,False,3.0824568753194597,4,0.3,,36.52733518171173,1916.3730299999315,gpu_llama_full_static,0.3142857142857143,22,meta-llama/Llama-3.1-8B,
0.648936170212766,,,cuda,94,8,meta-llama/Llama-3.2-1B,1372.715559999051,61,94,9,torch.bfloat16,,,medium,70,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,1733.197816999791,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,1,static,False,3.4082302458847296,8,0.3,,40.38777300168296,1733.197816999791,gpu_llama_full_static,0.17142857142857143,12,meta-llama/Llama-3.1-8B,
0.0,,,cuda,0,,meta-llama/Llama-3.2-1B,,0,0,0,torch.bfloat16,,,medium,113,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3296.632762000172,,,baseline,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,113,code_001,code_completion,0,static,False,,,0.7,30.32940299999609,34.27740004969171,3296.632762000172,gpu_llama_full_static,1.0,113,meta-llama/Llama-3.1-8B,
0.8714285714285714,,,cuda,70,1,meta-llama/Llama-3.2-1B,1037.0381950003775,61,70,9,torch.bfloat16,,,medium,70,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3094.286108999995,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,0,static,False,1.0653936468291134,1,0.7,,22.62234245126817,3094.286108999995,gpu_llama_full_static,1.0,70,meta-llama/Llama-3.1-8B,
0.8026315789473685,,,cuda,76,2,meta-llama/Llama-3.2-1B,1121.1734440000782,61,76,9,torch.bfloat16,,,medium,70,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,2241.0555880001084,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,0,static,False,1.4710178451852005,2,0.7,,31.235280541375225,2241.0555880001084,gpu_llama_full_static,0.5428571428571428,38,meta-llama/Llama-3.1-8B,
0.7093023255813954,,,cuda,86,4,meta-llama/Llama-3.2-1B,1260.919593000608,61,86,9,torch.bfloat16,,,medium,70,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,1912.1689920000335,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,0,static,False,1.724027936752629,4,0.7,,36.60764309684966,1912.1689920000335,gpu_llama_full_static,0.3142857142857143,22,meta-llama/Llama-3.1-8B,
0.648936170212766,,,cuda,94,8,meta-llama/Llama-3.2-1B,1378.796828998702,61,94,9,torch.bfloat16,,,medium,70,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,1739.31216699998,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,0,static,False,1.8953657799601937,8,0.7,,40.24579447445491,1739.31216699998,gpu_llama_full_static,0.17142857142857143,12,meta-llama/Llama-3.1-8B,
0.0,,,cuda,0,,meta-llama/Llama-3.2-1B,,0,0,0,torch.bfloat16,,,medium,128,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3725.8234230000653,,,baseline,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_001,code_completion,1,static,False,,,0.7,30.634075000079974,34.354821865640986,3725.8234230000653,gpu_llama_full_static,1.0,128,meta-llama/Llama-3.1-8B,
0.8714285714285714,,,cuda,70,1,meta-llama/Llama-3.2-1B,1032.214110000723,61,70,9,torch.bfloat16,,,medium,70,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3083.8370509998185,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,1,static,False,1.2081777867582553,1,0.7,,22.698994415838257,3083.8370509998185,gpu_llama_full_static,1.0,70,meta-llama/Llama-3.1-8B,
0.8026315789473685,,,cuda,76,2,meta-llama/Llama-3.2-1B,1120.1259450003818,61,76,9,torch.bfloat16,,,medium,70,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,2239.9516069999663,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,1,static,False,1.6633499631673612,2,0.7,,31.250675140144246,2239.9516069999663,gpu_llama_full_static,0.5428571428571428,38,meta-llama/Llama-3.1-8B,
0.7093023255813954,,,cuda,86,4,meta-llama/Llama-3.2-1B,1261.0353149993898,61,86,9,torch.bfloat16,,,medium,70,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,1911.652217999972,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,1,static,False,1.9490069312388494,4,0.7,,36.617539184630616,1911.652217999972,gpu_llama_full_static,0.3142857142857143,22,meta-llama/Llama-3.1-8B,
0.648936170212766,,,cuda,94,8,meta-llama/Llama-3.2-1B,1382.2354609999365,61,94,9,torch.bfloat16,,,medium,70,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,1742.6982570000291,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,70,code_001,code_completion,1,static,False,2.137962443030092,8,0.7,,40.167596265633286,1742.6982570000291,gpu_llama_full_static,0.17142857142857143,12,meta-llama/Llama-3.1-8B,
0.0,,,cuda,0,,meta-llama/Llama-3.2-1B,,0,0,0,torch.bfloat16,,,low,128,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3864.761076999912,,,baseline,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,False,,,0.0,64.73056000004362,33.11977052391612,3864.761076999912,gpu_llama_full_static,1.0,128,meta-llama/Llama-3.1-8B,
0.8046875,,,cuda,128,1,meta-llama/Llama-3.2-1B,4000.940869999795,103,128,25,torch.bfloat16,,True,low,128,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,7879.76765999997,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,True,0.49046637461388376,1,0.0,,16.24413377690891,7879.76765999997,gpu_llama_full_static,1.0,128,meta-llama/Llama-3.1-8B,
0.8382352941176471,,,cuda,136,2,meta-llama/Llama-3.2-1B,2030.8826249981848,114,136,14,torch.bfloat16,,False,low,128,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,4052.6588889999857,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,True,0.9536359172714783,2,0.0,,31.584202743395622,4052.6588889999857,gpu_llama_full_static,0.53125,68,meta-llama/Llama-3.1-8B,
0.7402597402597403,,,cuda,154,4,meta-llama/Llama-3.2-1B,2274.265753999998,114,154,14,torch.bfloat16,,False,low,128,18623291904,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3434.2419919998974,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,False,1.1253607305492488,4,0.0,,37.27168915241772,3434.2419919998974,gpu_llama_full_static,0.3046875,39,meta-llama/Llama-3.1-8B,
0.59375,,,cuda,192,8,meta-llama/Llama-3.2-1B,2801.870743997597,114,192,14,torch.bfloat16,,False,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3547.8526140000213,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,False,1.0893240214515543,8,0.0,,36.07816161666496,3547.8526140000213,gpu_llama_full_static,0.1953125,25,meta-llama/Llama-3.1-8B,
0.0,,,cuda,0,,meta-llama/Llama-3.2-1B,,0,0,0,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3710.048572000005,,,baseline,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,1,static,False,,,0.0,30.594874999906096,34.500896016840564,3710.048572000005,gpu_llama_full_static,1.0,128,meta-llama/Llama-3.1-8B,
0.8046875,,,cuda,128,1,meta-llama/Llama-3.2-1B,1896.3240260013663,103,128,25,torch.bfloat16,,True,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,5649.257318000082,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,1,static,True,0.6567320911686522,1,0.0,,22.657845588331927,5649.257318000082,gpu_llama_full_static,1.0,128,meta-llama/Llama-3.1-8B,
0.8382352941176471,,,cuda,136,2,meta-llama/Llama-3.2-1B,2014.439951999293,114,136,14,torch.bfloat16,,False,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,4028.3598669998355,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,1,static,True,0.9209824083475203,2,0.0,,31.774718303737192,4028.3598669998355,gpu_llama_full_static,0.53125,68,meta-llama/Llama-3.1-8B,
0.7402597402597403,,,cuda,154,4,meta-llama/Llama-3.2-1B,2272.8805229992304,114,154,14,torch.bfloat16,,False,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3431.647208999948,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,1,static,False,1.0811276177428475,4,0.0,,37.29987152068053,3431.647208999948,gpu_llama_full_static,0.3046875,39,meta-llama/Llama-3.1-8B,
0.59375,,,cuda,192,8,meta-llama/Llama-3.2-1B,2815.6648399990445,114,192,14,torch.bfloat16,,False,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3566.5731009999035,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,1,static,False,1.0402278228812631,8,0.0,,35.888791951050905,3566.5731009999035,gpu_llama_full_static,0.1953125,25,meta-llama/Llama-3.1-8B,
0.0,,,cuda,0,,meta-llama/Llama-3.2-1B,,0,0,0,torch.bfloat16,,,low,85,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,2476.903144999824,,,baseline,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,85,code_002,code_completion,0,static,False,,,0.3,30.771740999853137,34.31704633731491,2476.903144999824,gpu_llama_full_static,1.0,85,meta-llama/Llama-3.1-8B,
0.8046875,,,cuda,128,1,meta-llama/Llama-3.2-1B,1895.2518239996152,103,128,25,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,5643.2034560000375,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,True,0.438917923890605,1,0.3,,22.68215225589753,5643.2034560000375,gpu_llama_full_static,1.0,128,meta-llama/Llama-3.1-8B,
0.8382352941176471,,,cuda,136,2,meta-llama/Llama-3.2-1B,2007.0666849994723,114,136,14,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,4006.482958000106,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,True,0.6182238065068935,2,0.3,,31.948220257473167,4006.482958000106,gpu_llama_full_static,0.53125,68,meta-llama/Llama-3.1-8B,
0.7402597402597403,,,cuda,154,4,meta-llama/Llama-3.2-1B,2261.144404999186,114,154,14,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3411.693362000051,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,True,0.7260040344152673,4,0.3,,37.51802592392478,3411.693362000051,gpu_llama_full_static,0.3046875,39,meta-llama/Llama-3.1-8B,
0.59375,,,cuda,192,8,meta-llama/Llama-3.2-1B,2814.7254620014337,114,192,14,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3564.675158,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,True,0.6948468051685016,8,0.3,,35.90790025080877,3564.675158,gpu_llama_full_static,0.1953125,25,meta-llama/Llama-3.1-8B,
0.0,,,cuda,0,,meta-llama/Llama-3.2-1B,,0,0,0,torch.bfloat16,,,low,104,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3038.625707999927,,,baseline,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,104,code_002,code_completion,1,static,False,,,0.3,30.524632999913592,34.225998854085425,3038.625707999927,gpu_llama_full_static,1.0,104,meta-llama/Llama-3.1-8B,
0.8046875,,,cuda,128,1,meta-llama/Llama-3.2-1B,1896.1134319999928,103,128,25,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,5643.944168999951,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,1,static,True,0.5383869182636405,1,0.3,,22.679175443133463,5643.944168999951,gpu_llama_full_static,1.0,128,meta-llama/Llama-3.1-8B,
0.8382352941176471,,,cuda,136,2,meta-llama/Llama-3.2-1B,2012.1037960007015,114,136,14,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,4022.222961000125,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,1,static,True,0.7554592914074493,2,0.3,,31.823198574793285,4022.222961000125,gpu_llama_full_static,0.53125,68,meta-llama/Llama-3.1-8B,
0.7402597402597403,,,cuda,154,4,meta-llama/Llama-3.2-1B,2279.373945999396,114,154,14,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3439.8407180001414,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,1,static,True,0.8833623289878744,4,0.3,,37.211025304223035,3439.8407180001414,gpu_llama_full_static,0.3046875,39,meta-llama/Llama-3.1-8B,
0.59375,,,cuda,192,8,meta-llama/Llama-3.2-1B,2825.953675999017,114,192,14,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3575.772159000053,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,1,static,True,0.849781689907688,8,0.3,,35.796464178465605,3575.772159000053,gpu_llama_full_static,0.1953125,25,meta-llama/Llama-3.1-8B,
0.0,,,cuda,0,,meta-llama/Llama-3.2-1B,,0,0,0,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3734.6880130000955,,,baseline,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,False,,,0.7,30.137589000105436,34.27327786268736,3734.6880130000955,gpu_llama_full_static,1.0,128,meta-llama/Llama-3.1-8B,
0.8046875,,,cuda,128,1,meta-llama/Llama-3.2-1B,1897.6485580014923,103,128,25,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,5646.447176000038,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,True,0.6614226426972015,1,0.7,,22.669122017834166,5646.447176000038,gpu_llama_full_static,1.0,128,meta-llama/Llama-3.1-8B,
0.8382352941176471,,,cuda,136,2,meta-llama/Llama-3.2-1B,2006.6138059989953,114,136,14,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,4010.7526429999325,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,True,0.9311688716376814,2,0.7,,31.91420947472331,4010.7526429999325,gpu_llama_full_static,0.53125,68,meta-llama/Llama-3.1-8B,
0.7402597402597403,,,cuda,154,4,meta-llama/Llama-3.2-1B,2275.823093999861,114,154,14,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3436.7924880000373,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,False,1.086678356648007,4,0.7,,37.24402926476561,3436.7924880000373,gpu_llama_full_static,0.3046875,39,meta-llama/Llama-3.1-8B,
0.59375,,,cuda,192,8,meta-llama/Llama-3.2-1B,2821.6462310006136,114,192,14,torch.bfloat16,,,low,128,18623317504,18566756352,18566.756352,18991808512,18991.808512,NVIDIA GH200 480GB,3572.37317299996,,,speculative,meta-llama/Llama-3.2-1B->meta-llama/Llama-3.1-8B,128,code_002,code_completion,0,static,False,1.0454361378668144,8,0.7,,35.830523240804055,3572.37317299996,gpu_llama_full_static,0.1953125,25,meta-llama/Llama-3.1-8B,
